;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;Unnamed: 0.1.1.1;Unnamed: 0.1.1.1.1;Unnamed: 0.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1;cluster;tyrep;avecqui;aliment_1;aliment_2;score_substitution;score_sainlim_1;score_sainlim_2;score_sainlim;score_sainlim_nor;malus;Valeur_malus;Compteur_malus
3219;3219;3219;3219;3219;3219;3219;3219;3219;3219;cluster_5;dejeuner;all;produits dérivés des poissons;agneau;0.4850746268656717;90.67563710646571;92.342373634254;1.666736527788288;0.022384079201882158;False;1.0;0
3220;3220;3220;3220;3220;3220;3220;3220;3220;3220;cluster_5;dejeuner;all;produits dérivés des poissons;veau;0.7195121951219511;90.67563710646571;95.10780542198843;4.432168315522716;0.059523508938981486;False;1.0;0
3221;3221;3221;3221;3221;3221;3221;3221;3221;3221;cluster_5;dejeuner;all;produits dérivés des poissons;autres poissons ou poissons sans précision;0.4812030075187971;90.67563710646571;90.67563710646571;0.0;0.0;False;1.0;0
3222;3222;3222;3222;3222;3222;3222;3222;3222;3222;cluster_5;dejeuner;all;agneau;boeuf en pièces ou haché;0.9947205977907732;92.342373634254;95.10780542198843;2.7654317877344283;0.037139429737099335;False;1.0;0
3223;3223;3223;3223;3223;3223;3223;3223;3223;3223;cluster_5;dejeuner;all;agneau;volailles et lapins;0.98567335243553;92.342373634254;97.01598858648322;4.673614952229186;0.06276610940339766;False;1.0;0
3224;3224;3224;3224;3224;3224;3224;3224;3224;3224;cluster_5;dejeuner;all;agneau;poissons de mer;0.9842424242424244;92.342373634254;97.3557439136994;5.013370279445397;0.06732898423506695;False;1.0;0
3225;3225;3225;3225;3225;3225;3225;3225;3225;3225;cluster_5;dejeuner;all;agneau;légumes secs;0.7239915074309978;92.342373634254;99.19941330998941;6.857039675735407;0.09208925144022892;False;1.0;0
3226;3226;3226;3226;3226;3226;3226;3226;3226;3226;cluster_5;dejeuner;all;agneau;veau;0.7291666666666666;92.342373634254;95.10780542198843;2.7654317877344283;0.037139429737099335;False;1.0;0
3227;3227;3227;3227;3227;3227;3227;3227;3227;3227;cluster_5;dejeuner;all;veau;boeuf en pièces ou haché;0.9856995736096748;95.10780542198843;95.10780542198843;0.0;0.0;False;1.0;0
3228;3228;3228;3228;3228;3228;3228;3228;3228;3228;cluster_5;dejeuner;all;veau;volailles et lapins;0.9626260271318748;95.10780542198843;97.01598858648322;1.9081831644947584;0.025626679666298332;False;1.0;0
3229;3229;3229;3229;3229;3229;3229;3229;3229;3229;cluster_5;dejeuner;all;veau;poissons de mer;0.9580518250489388;95.10780542198843;97.3557439136994;2.2479384917109684;0.030189554497967626;False;1.0;0
3230;3230;3230;3230;3230;3230;3230;3230;3230;3230;cluster_5;dejeuner;all;veau;légumes secs;0.4882336901949323;95.10780542198843;99.19941330998941;4.091607888000978;0.054949821703129585;False;1.0;0
3231;3231;3231;3231;3231;3231;3231;3231;3231;3231;cluster_5;dejeuner;all;autres poissons ou poissons sans précision;oeufs et dérivés;0.9324894514767932;90.67563710646571;91.23608866706782;0.5604515606021039;0.007526799774396897;False;1.0;0
3232;3232;3232;3232;3232;3232;3232;3232;3232;3232;cluster_5;dejeuner;all;autres poissons ou poissons sans précision;boeuf en pièces ou haché;0.9947903947903948;90.67563710646571;95.10780542198843;4.432168315522716;0.059523508938981486;False;1.0;0
3233;3233;3233;3233;3233;3233;3233;3233;3233;3233;cluster_5;dejeuner;all;autres poissons ou poissons sans précision;volailles et lapins;0.9858532272325377;90.67563710646571;97.01598858648322;6.340351480017475;0.08515018860527983;False;1.0;0
3234;3234;3234;3234;3234;3234;3234;3234;3234;3234;cluster_5;dejeuner;all;autres poissons ou poissons sans précision;poissons de mer;0.9844376899696048;90.67563710646571;97.3557439136994;6.680106807233684;0.08971306343694911;False;1.0;0
3235;3235;3235;3235;3235;3235;3235;3235;3235;3235;cluster_5;dejeuner;all;autres poissons ou poissons sans précision;légumes secs;0.7264957264957265;90.67563710646571;99.19941330998941;8.523776203523695;0.11447333064211107;False;1.0;0
3236;3236;3236;3236;3236;3236;3236;3236;3236;3236;cluster_5;dejeuner;all;autres poissons ou poissons sans précision;produits dérivés des poissons;0.5187969924812029;90.67563710646571;90.67563710646571;0.0;0.0;False;1.0;0
3237;3237;3237;3237;3237;3237;3237;3237;3237;3237;cluster_5;dejeuner;all;autres poissons ou poissons sans précision;agneau;0.5038759689922481;90.67563710646571;92.342373634254;1.666736527788288;0.022384079201882158;False;1.0;0
3238;3238;3238;3238;3238;3238;3238;3238;3238;3238;cluster_5;dejeuner;all;autres poissons ou poissons sans précision;veau;0.7316561844863733;90.67563710646571;95.10780542198843;4.432168315522716;0.059523508938981486;False;1.0;0
3239;3239;3239;3239;3239;3239;3239;3239;3239;3239;cluster_5;dejeuner;all;plats à base de légumes;plats garnis à base de viande;0.7809278350515464;92.01875499477072;92.7115646794268;0.6928096846560834;0.00930435410433545;False;1.0;0
3240;3240;3240;3240;3240;3240;3240;3240;3240;3240;cluster_5;dejeuner;all;plats à base de pâtes ou de pommes de terre;plats à base de légumes;0.2951388888888889;91.58270843959043;92.01875499477072;0.4360465551802832;0.00585605490977944;False;1.0;0
3241;3241;3241;3241;3241;3241;3241;3241;3241;3241;cluster_5;dejeuner;all;plats à base de pâtes ou de pommes de terre;plats garnis à base de viande;0.6157804971890272;91.58270843959043;92.7115646794268;1.1288562398363666;0.015160409014114891;False;1.0;0
3242;3242;3242;3242;3242;3242;3242;3242;3242;3242;cluster_6;dejeuner;all;pâtes alimentaires;riz;0.07035830618892508;99.188720942299;99.188720942299;0.0;0.0;False;1.0;0
3243;3243;3243;3243;3243;3243;3243;3243;3243;3243;cluster_6;dejeuner;all;pain;pâtes alimentaires;0.1720439726692379;92.77109206705057;99.188720942299;6.417628875248425;0.08618801510426471;False;1.0;0
3244;3244;3244;3244;3244;3244;3244;3244;3244;3244;cluster_6;dejeuner;all;pain;pommes de terre et apparentés;0.29627453879848825;92.77109206705057;95.49889462155218;2.727802554501608;0.036634073477758655;False;1.0;0
3245;3245;3245;3245;3245;3245;3245;3245;3245;3245;cluster_6;dejeuner;all;pain;riz;0.0024903154399557284;92.77109206705057;99.188720942299;6.417628875248425;0.08618801510426471;False;1.0;0
3246;3246;3246;3246;3246;3246;3246;3246;3246;3246;cluster_6;dejeuner;all;pommes de terre et apparentés;pâtes alimentaires;0.17711470067644358;95.49889462155218;99.188720942299;3.6898263207468176;0.04955394162650606;False;1.0;0
3247;3247;3247;3247;3247;3247;3247;3247;3247;3247;cluster_6;dejeuner;all;pommes de terre et apparentés;riz;0.01485659261297201;95.49889462155218;99.188720942299;3.6898263207468176;0.04955394162650606;False;1.0;0
3248;3248;3248;3248;3248;3248;3248;3248;3248;3248;cluster_6;dejeuner;all;riz;pâtes alimentaires;0.9296416938110748;99.188720942299;99.188720942299;0.0;0.0;False;1.0;0
3249;3249;3249;3249;3249;3249;3249;3249;3249;3249;cluster_6;dejeuner;all;beurre;huile;0.4428139719648967;47.14204550098295;76.0197170746347;28.877671573651746;0.3878237963190957;False;1.0;0
3250;3250;3250;3250;3250;3250;3250;3250;3250;3250;cluster_6;dejeuner;all;beurre;margarine;0.29814720476329604;47.14204550098295;69.92222764099368;22.78018214001073;0.3059352169667405;False;1.0;0
3251;3251;3251;3251;3251;3251;3251;3251;3251;3251;cluster_6;dejeuner;all;margarine;huile;0.8789060775022807;69.92222764099368;76.0197170746347;6.097489433641018;0.08188857935235515;False;1.0;0
3252;3252;3252;3252;3252;3252;3252;3252;3252;3252;cluster_6;dejeuner;all;fromages affinés;crème fraîche;0.003663793103448276;72.6654762020389;77.44410720714643;4.7786310051075285;0.0641764628731312;False;1.0;0
3253;3253;3253;3253;3253;3253;3253;3253;3253;3253;cluster_6;dejeuner;all;fromages affinés;yaourts et assimilés;0.08486485863188259;72.6654762020389;91.67958328622757;19.014107084188662;0.25535726362841793;False;1.0;0
3254;3254;3254;3254;3254;3254;3254;3254;3254;3254;cluster_6;dejeuner;all;crème fraîche;yaourts et assimilés;0.959060806742926;77.44410720714643;91.67958328622757;14.235476079081135;0.1911808007552868;False;1.0;0
3255;3255;3255;3255;3255;3255;3255;3255;3255;3255;cluster_6;dejeuner;all;eau du robinet;eau minérale plate;0.1604711852787165;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
3256;3256;3256;3256;3256;3256;3256;3256;3256;3256;cluster_6;dejeuner;all;eau du robinet;eau de source;0.4376407594716207;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
3257;3257;3257;3257;3257;3257;3257;3257;3257;3257;cluster_6;dejeuner;all;eau minérale plate;eau du robinet;0.8395288147212835;99.83238516227932;99.83238516227932;0.0;0.0;True;0.2;1
3258;3258;3258;3258;3258;3258;3258;3258;3258;3258;cluster_6;dejeuner;all;eau minérale plate;eau de source;0.5449546906613282;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
3259;3259;3259;3259;3259;3259;3259;3259;3259;3259;cluster_6;dejeuner;all;vin;eau du robinet;0.4721497468637722;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;True;0.2;1
3260;3260;3260;3260;3260;3260;3260;3260;3260;3260;cluster_6;dejeuner;all;vin;eau minérale plate;0.14119639696908287;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;False;0.2;0
3261;3261;3261;3261;3261;3261;3261;3261;3261;3261;cluster_6;dejeuner;all;vin;eau de source;0.1869440720198774;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;False;0.2;0
3262;3262;3262;3262;3262;3262;3262;3262;3262;3262;cluster_6;dejeuner;all;eau de source;eau du robinet;0.5623592405283794;99.83238516227932;99.83238516227932;0.0;0.0;True;0.2;1
3263;3263;3263;3263;3263;3263;3263;3263;3263;3263;cluster_6;dejeuner;all;eau de source;eau minérale plate;0.4550453093386718;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
3264;3264;3264;3264;3264;3264;3264;3264;3264;3264;cluster_6;dejeuner;all;porc;oeufs et dérivés;0.30150753768844224;90.63694508853706;91.23608866706782;0.5991435785307573;0.008046429109541363;False;1.0;0
3265;3265;3265;3265;3265;3265;3265;3265;3265;3265;cluster_6;dejeuner;all;porc;boeuf en pièces ou haché;0.900896394747863;90.63694508853706;95.10780542198843;4.47086033345137;0.06004313827412595;False;1.0;0
3266;3266;3266;3266;3266;3266;3266;3266;3266;3266;cluster_6;dejeuner;all;porc;volailles et lapins;0.6642566614473726;90.63694508853706;97.01598858648322;6.379043497946127;0.08566981794042429;False;1.0;0
3267;3267;3267;3267;3267;3267;3267;3267;3267;3267;cluster_6;dejeuner;all;porc;poissons de mer;0.6122839618439122;90.63694508853706;97.3557439136994;6.718798825162338;0.09023269277209356;False;1.0;0
3268;3268;3268;3268;3268;3268;3268;3268;3268;3268;cluster_6;dejeuner;all;oeufs et dérivés;boeuf en pièces ou haché;0.9514563106796116;91.23608866706782;95.10780542198843;3.871716754920613;0.051996709164584584;False;1.0;0
3269;3269;3269;3269;3269;3269;3269;3269;3269;3269;cluster_6;dejeuner;all;oeufs et dérivés;volailles et lapins;0.8117154811715481;91.23608866706782;97.01598858648322;5.779899919415373;0.07762338883088292;False;1.0;0
3270;3270;3270;3270;3270;3270;3270;3270;3270;3270;cluster_6;dejeuner;all;oeufs et dérivés;poissons de mer;0.7857142857142857;91.23608866706782;97.3557439136994;6.119655246631581;0.08218626366255223;False;1.0;0
3271;3271;3271;3271;3271;3271;3271;3271;3271;3271;cluster_6;dejeuner;all;boeuf en pièces ou haché;volailles et lapins;0.16971493812384555;95.10780542198843;97.01598858648322;1.9081831644947584;0.025626679666298332;False;1.0;0
3272;3272;3272;3272;3272;3272;3272;3272;3272;3272;cluster_6;dejeuner;all;boeuf en pièces ou haché;poissons de mer;0.1503121737369273;95.10780542198843;97.3557439136994;2.2479384917109684;0.030189554497967626;False;1.0;0
3273;3273;3273;3273;3273;3273;3273;3273;3273;3273;cluster_6;dejeuner;all;pâtés, terrines, rillettes et foie gras;porc;0.5086666056557152;82.96604947475471;90.63694508853706;7.670895613782347;0.1030192427570562;False;1.0;0
3274;3274;3274;3274;3274;3274;3274;3274;3274;3274;cluster_6;dejeuner;all;pâtés, terrines, rillettes et foie gras;oeufs et dérivés;0.3389830508474576;82.96604947475471;91.23608866706782;8.270039192313106;0.11106567186659756;False;1.0;0
3275;3275;3275;3275;3275;3275;3275;3275;3275;3275;cluster_6;dejeuner;all;pâtés, terrines, rillettes et foie gras;boeuf en pièces ou haché;0.8974379643604335;82.96604947475471;95.10780542198843;12.14175594723372;0.16306238103118215;False;1.0;0
3276;3276;3276;3276;3276;3276;3276;3276;3276;3276;cluster_6;dejeuner;all;pâtés, terrines, rillettes et foie gras;volailles et lapins;0.6569810968591545;82.96604947475471;97.01598858648322;14.049939111728476;0.1886890606974805;False;1.0;0
3277;3277;3277;3277;3277;3277;3277;3277;3277;3277;cluster_6;dejeuner;all;pâtés, terrines, rillettes et foie gras;poissons de mer;0.6299752238522156;82.96604947475471;97.3557439136994;14.389694438944687;0.1932519355291498;False;1.0;0
3278;3278;3278;3278;3278;3278;3278;3278;3278;3278;cluster_6;dejeuner;all;volailles et lapins;poissons de mer;0.45172947285098797;97.01598858648322;97.3557439136994;0.33975532721620993;0.004562874831669285;False;1.0;0
3279;3279;3279;3279;3279;3279;3279;3279;3279;3279;cluster_6;dejeuner;all;jambons et charcuteries en pièces;porc;0.2540691249477077;80.85695336628052;90.63694508853706;9.779991722256538;0.13134416007264074;False;1.0;0
3280;3280;3280;3280;3280;3280;3280;3280;3280;3280;cluster_6;dejeuner;all;jambons et charcuteries en pièces;oeufs et dérivés;0.12396694214876032;80.85695336628052;91.23608866706782;10.379135300787297;0.1393905891821821;False;1.0;0
3281;3281;3281;3281;3281;3281;3281;3281;3281;3281;cluster_6;dejeuner;all;jambons et charcuteries en pièces;boeuf en pièces ou haché;0.7276735469251054;80.85695336628052;95.10780542198843;14.25085205570791;0.1913872983467667;False;1.0;0
3282;3282;3282;3282;3282;3282;3282;3282;3282;3282;cluster_6;dejeuner;all;jambons et charcuteries en pièces;pâtés, terrines, rillettes et foie gras;0.2309569306837373;80.85695336628052;82.96604947475471;2.1090961084741906;0.028324917315584543;False;1.0;0
3283;3283;3283;3283;3283;3283;3283;3283;3283;3283;cluster_6;dejeuner;all;jambons et charcuteries en pièces;volailles et lapins;0.3755347575011206;80.85695336628052;97.01598858648322;16.159035220202668;0.21701397801306505;False;1.0;0
3284;3284;3284;3284;3284;3284;3284;3284;3284;3284;cluster_6;dejeuner;all;jambons et charcuteries en pièces;poissons de mer;0.3393269510494574;80.85695336628052;97.3557439136994;16.498790547418878;0.2215768528447344;False;1.0;0
3285;3285;3285;3285;3285;3285;3285;3285;3285;3285;cluster_6;dejeuner;all;saucisses, saucissons, andouilles et boudins;porc;0.34678114825790424;73.79780939412086;90.63694508853706;16.8391356944162;0.2261476488879899;False;1.0;0
3286;3286;3286;3286;3286;3286;3286;3286;3286;3286;cluster_6;dejeuner;all;saucisses, saucissons, andouilles et boudins;oeufs et dérivés;0.1923076923076923;73.79780939412086;91.23608866706782;17.438279272946957;0.2341940779975313;False;1.0;0
3287;3287;3287;3287;3287;3287;3287;3287;3287;3287;cluster_6;dejeuner;all;saucisses, saucissons, andouilles et boudins;boeuf en pièces ou haché;0.8310951753133391;73.79780939412086;95.10780542198843;21.30999602786757;0.2861907871621159;False;1.0;0
3288;3288;3288;3288;3288;3288;3288;3288;3288;3288;cluster_6;dejeuner;all;saucisses, saucissons, andouilles et boudins;pâtés, terrines, rillettes et foie gras;0.3374982783510939;73.79780939412086;82.96604947475471;9.16824008063385;0.12312840613093373;False;1.0;0
3289;3289;3289;3289;3289;3289;3289;3289;3289;3289;cluster_6;dejeuner;all;saucisses, saucissons, andouilles et boudins;volailles et lapins;0.5019773658160945;73.79780939412086;97.01598858648322;23.218179192362328;0.3118174668284142;False;1.0;0
3290;3290;3290;3290;3290;3290;3290;3290;3290;3290;cluster_6;dejeuner;all;saucisses, saucissons, andouilles et boudins;jambons et charcuteries en pièces;0.6259482722087566;73.79780939412086;80.85695336628052;7.05914397215966;0.09480348881534917;False;1.0;0
3291;3291;3291;3291;3291;3291;3291;3291;3291;3291;cluster_6;dejeuner;all;saucisses, saucissons, andouilles et boudins;poissons de mer;0.4536891574670638;73.79780939412086;97.3557439136994;23.557934519578534;0.3163803416600835;False;1.0;0
3292;3292;3292;3292;3292;3292;3292;3292;3292;3292;cluster_6;dejeuner;all;légumes fruits;haricots verts et petits pois (légumes potagers);0.4022568780584602;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
3293;3293;3293;3293;3293;3293;3293;3293;3293;3293;cluster_6;dejeuner;all;légumes fruits;légumes feuilles;0.8770645146945332;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
3294;3294;3294;3294;3294;3294;3294;3294;3294;3294;cluster_6;dejeuner;all;haricots verts et petits pois (légumes potagers);légumes fruits;0.5977431219415398;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
3295;3295;3295;3295;3295;3295;3295;3295;3295;3295;cluster_6;dejeuner;all;haricots verts et petits pois (légumes potagers);légumes feuilles;0.915804488857718;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
3296;3296;3296;3296;3296;3296;3296;3296;3296;3296;cluster_6;dejeuner;all;légumes racines, tubercules ou bulbes;légumes fruits;0.3089907591842091;95.49889462155218;101.3054058632769;5.8065112417247216;0.07798077581815305;False;1.0;0
3297;3297;3297;3297;3297;3297;3297;3297;3297;3297;cluster_6;dejeuner;all;légumes racines, tubercules ou bulbes;haricots verts et petits pois (légumes potagers);0.2303634528768105;95.49889462155218;101.3054058632769;5.8065112417247216;0.07798077581815305;False;1.0;0
3298;3298;3298;3298;3298;3298;3298;3298;3298;3298;cluster_6;dejeuner;all;légumes racines, tubercules ou bulbes;légumes feuilles;0.7620338099258872;95.49889462155218;101.3054058632769;5.8065112417247216;0.07798077581815305;False;1.0;0
3299;3299;3299;3299;3299;3299;3299;3299;3299;3299;cluster_6;dejeuner;all;légumes feuilles;légumes fruits;0.1229354853054668;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
3300;3300;3300;3300;3300;3300;3300;3300;3300;3300;cluster_6;dejeuner;all;légumes feuilles;haricots verts et petits pois (légumes potagers);0.08419551114228202;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
3301;3301;3301;3301;3301;3301;3301;3301;3301;3301;cluster_6;dejeuner;all;sel et épices;sauces;0.9886222222222222;61.85329756979452;87.84995811402662;25.9966605442321;0.3491321507057364;False;1.0;0
3302;3302;3302;3302;3302;3302;3302;3302;3302;3302;cluster_6;dejeuner;all;condiments d'accompagnement;sel et épices;0.4776119402985074;34.392555166733345;61.85329756979452;27.46074240306117;0.36879460109287504;False;1.0;0
3303;3303;3303;3303;3303;3303;3303;3303;3303;3303;cluster_6;dejeuner;all;condiments d'accompagnement;sauces;0.9877515310586176;34.392555166733345;87.84995811402662;53.45740294729328;0.7179267517986114;False;1.0;0
3304;3304;3304;3304;3304;3304;3304;3304;3304;3304;cluster_6;dejeuner;all;condiments d'accompagnement;condiments d'assaisonnement;0.5035460992907801;34.392555166733345;34.392555166733345;0.0;0.0;False;1.0;0
3305;3305;3305;3305;3305;3305;3305;3305;3305;3305;cluster_6;dejeuner;all;condiments d'assaisonnement;sel et épices;0.4740740740740741;34.392555166733345;61.85329756979452;27.46074240306117;0.36879460109287504;False;1.0;0
3306;3306;3306;3306;3306;3306;3306;3306;3306;3306;cluster_6;dejeuner;all;condiments d'assaisonnement;sauces;0.98760907504363;34.392555166733345;87.84995811402662;53.45740294729328;0.7179267517986114;False;1.0;0
3307;3307;3307;3307;3307;3307;3307;3307;3307;3307;cluster_6;dejeuner;all;condiments d'assaisonnement;condiments d'accompagnement;0.4964539007092199;34.392555166733345;34.392555166733345;0.0;0.0;False;1.0;0
3308;3308;3308;3308;3308;3308;3308;3308;3308;3308;cluster_7;dejeuner;all;margarine;huile;0.7023538464472902;69.92222764099368;76.0197170746347;6.097489433641018;0.08188857935235515;False;1.0;0
3309;3309;3309;3309;3309;3309;3309;3309;3309;3309;cluster_7;dejeuner;all;beurre;margarine;0.2965176341892251;47.14204550098295;69.92222764099368;22.78018214001073;0.3059352169667405;False;1.0;0
3310;3310;3310;3310;3310;3310;3310;3310;3310;3310;cluster_7;dejeuner;all;beurre;huile;0.471211712715277;47.14204550098295;76.0197170746347;28.877671573651746;0.3878237963190957;False;1.0;0
3311;3311;3311;3311;3311;3311;3311;3311;3311;3311;cluster_7;dejeuner;all;pain;pommes de terre et apparentés;0.37899784142033455;92.77109206705057;95.49889462155218;2.727802554501608;0.036634073477758655;False;1.0;0
3312;3312;3312;3312;3312;3312;3312;3312;3312;3312;cluster_7;dejeuner;all;pain;pâtes alimentaires;0.2249986891745031;92.77109206705057;99.188720942299;6.417628875248425;0.08618801510426471;False;1.0;0
3313;3313;3313;3313;3313;3313;3313;3313;3313;3313;cluster_7;dejeuner;all;pain;riz;0.145006570417164;92.77109206705057;99.188720942299;6.417628875248425;0.08618801510426471;False;1.0;0
3314;3314;3314;3314;3314;3314;3314;3314;3314;3314;cluster_7;dejeuner;all;pommes de terre et apparentés;pâtes alimentaires;0.4317540171127779;95.49889462155218;99.188720942299;3.6898263207468176;0.04955394162650606;False;1.0;0
3315;3315;3315;3315;3315;3315;3315;3315;3315;3315;cluster_7;dejeuner;all;pommes de terre et apparentés;riz;0.0723135491606589;95.49889462155218;99.188720942299;3.6898263207468176;0.04955394162650606;False;1.0;0
3316;3316;3316;3316;3316;3316;3316;3316;3316;3316;cluster_7;dejeuner;all;pâtes alimentaires;riz;0.1937574346079453;99.188720942299;99.188720942299;0.0;0.0;False;1.0;0
3317;3317;3317;3317;3317;3317;3317;3317;3317;3317;cluster_7;dejeuner;all;riz;pâtes alimentaires;0.8062425653920546;99.188720942299;99.188720942299;0.0;0.0;False;1.0;0
3318;3318;3318;3318;3318;3318;3318;3318;3318;3318;cluster_7;dejeuner;all;eau du robinet;eau de source;0.41116312887600776;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
3319;3319;3319;3319;3319;3319;3319;3319;3319;3319;cluster_7;dejeuner;all;eau du robinet;eau minérale plate;0.05885711100728706;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
3320;3320;3320;3320;3320;3320;3320;3320;3320;3320;cluster_7;dejeuner;all;eau du robinet;autre eau;0.006733676693071015;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
3321;3321;3321;3321;3321;3321;3321;3321;3321;3321;cluster_7;dejeuner;all;eau du robinet;eau minérale gazeuse;0.0019421498303855813;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;cluster_7;dejeuner;all;eau de source;eau du robinet;0.5888368711239924;99.83238516227932;99.83238516227932;0.0;0.0;True;0.2;1
3323;3323;3323;3323;3323;3323;3323;3323;3323;3323;cluster_7;dejeuner;all;eau de source;eau minérale plate;0.19673661445139348;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
3324;3324;3324;3324;3324;3324;3324;3324;3324;3324;cluster_7;dejeuner;all;eau de source;autre eau;0.03004719805731171;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
3325;3325;3325;3325;3325;3325;3325;3325;3325;3325;cluster_7;dejeuner;all;eau de source;eau minérale gazeuse;0.009033423667570008;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
3326;3326;3326;3326;3326;3326;3326;3326;3326;3326;cluster_7;dejeuner;all;jus de fruits (purs et à base  de concentré);eau du robinet;0.9980819325825224;95.12028430661472;99.83238516227932;4.712100855664601;0.06328297064468663;True;0.2;1
3327;3327;3327;3327;3327;3327;3327;3327;3327;3327;cluster_7;dejeuner;all;jus de fruits (purs et à base  de concentré);eau de source;0.991072505730486;95.12028430661472;99.83238516227932;4.712100855664601;0.06328297064468663;False;0.2;0
3328;3328;3328;3328;3328;3328;3328;3328;3328;3328;cluster_7;dejeuner;all;jus de fruits (purs et à base  de concentré);vin;0.9719696969696968;95.12028430661472;98.57547058507221;3.455186278457504;0.046402752939529536;False;1.0;0
3329;3329;3329;3329;3329;3329;3329;3329;3329;3329;cluster_7;dejeuner;all;jus de fruits (purs et à base  de concentré);autres boissons fraîches;0.7148362235067438;95.12028430661472;97.49843056179392;2.378146255179203;0.03193822973342338;False;0.2;0
3330;3330;3330;3330;3330;3330;3330;3330;3330;3330;cluster_7;dejeuner;all;jus de fruits (purs et à base  de concentré);eau minérale plate;0.9613577023498694;95.12028430661472;99.83238516227932;4.712100855664601;0.06328297064468663;False;0.2;0
3331;3331;3331;3331;3331;3331;3331;3331;3331;3331;cluster_7;dejeuner;all;jus de fruits (purs et à base  de concentré);autre eau;0.7694704049844238;95.12028430661472;99.83238516227932;4.712100855664601;0.06328297064468663;False;0.2;0
3332;3332;3332;3332;3332;3332;3332;3332;3332;3332;cluster_7;dejeuner;all;jus de fruits (purs et à base  de concentré);eau minérale gazeuse;0.5033557046979866;95.12028430661472;99.83238516227932;4.712100855664601;0.06328297064468663;False;0.2;0
3333;3333;3333;3333;3333;3333;3333;3333;3333;3333;cluster_7;dejeuner;all;jus de fruits (purs et à base  de concentré);sodas et colas;0.9318600368324124;95.12028430661472;97.49843056179392;2.378146255179203;0.03193822973342338;False;1.0;0
3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;cluster_7;dejeuner;all;vin;eau du robinet;0.9046106552830808;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;True;0.2;1
3335;3335;3335;3335;3335;3335;3335;3335;3335;3335;cluster_7;dejeuner;all;vin;eau de source;0.5656245649414287;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;False;0.2;0
3336;3336;3336;3336;3336;3336;3336;3336;3336;3336;cluster_7;dejeuner;all;vin;eau minérale plate;0.4786897528988772;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;False;0.2;0
3337;3337;3337;3337;3337;3337;3337;3337;3337;3337;cluster_7;dejeuner;all;vin;autre eau;0.07674391882078521;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;False;0.2;0
3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;cluster_7;dejeuner;all;vin;eau minérale gazeuse;0.02832326283987916;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;False;0.2;0
3339;3339;3339;3339;3339;3339;3339;3339;3339;3339;cluster_7;dejeuner;all;autres boissons fraîches;eau du robinet;0.9947823942019046;97.49843056179392;99.83238516227932;2.3339546004853986;0.03134474091126325;True;0.2;1
3340;3340;3340;3340;3340;3340;3340;3340;3340;3340;cluster_7;dejeuner;all;autres boissons fraîches;eau de source;0.9761927728060305;97.49843056179392;99.83238516227932;2.3339546004853986;0.03134474091126325;False;0.2;0
3341;3341;3341;3341;3341;3341;3341;3341;3341;3341;cluster_7;dejeuner;all;autres boissons fraîches;vin;0.9372831856159688;97.49843056179392;98.57547058507221;1.0770400232783004;0.014464523206106153;False;1.0;0
3342;3342;3342;3342;3342;3342;3342;3342;3342;3342;cluster_7;dejeuner;all;autres boissons fraîches;eau minérale plate;0.9026578434744744;97.49843056179392;99.83238516227932;2.3339546004853986;0.03134474091126325;False;0.2;0
3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;cluster_7;dejeuner;all;autres boissons fraîches;autre eau;0.5711681050200559;97.49843056179392;99.83238516227932;2.3339546004853986;0.03134474091126325;False;0.2;0
