cluster;repas;compagnie;malus;aliment_1;aliment_2;score
cluster_1;petit-dejeuner;seul;False;beurre;margarine;0.8687341607207206
cluster_1;petit-dejeuner;seul;False;biscottes et panification sèche;pain;0.5740976859455982
cluster_1;petit-dejeuner;seul;False;biscuits sucrés;céréales sucrées, glacées ou au miel;0.8191311852704257
cluster_1;petit-dejeuner;seul;False;biscuits sucrés;fruits;0.6592105263157895
cluster_1;petit-dejeuner;seul;False;biscuits sucrés;gâteaux;1.0056962025316456
cluster_1;petit-dejeuner;seul;False;biscuits sucrés;viennoiserie;0.6563624250499667
cluster_1;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;café;0.3770831754213093
cluster_1;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;chicorée et poudre maltée;0.793342709798406
cluster_1;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;thé et infusions;0.5661392405063291
cluster_1;petit-dejeuner;seul;False;café;cacao, poudres et boissons cacaotées;0.7127371838601277
cluster_1;petit-dejeuner;seul;False;café;chicorée et poudre maltée;0.7138467586998586
cluster_1;petit-dejeuner;seul;False;café;thé et infusions;0.8110787032920267
cluster_1;petit-dejeuner;seul;False;chicorée et poudre maltée;cacao, poudres et boissons cacaotées;0.7622128457571495
cluster_1;petit-dejeuner;seul;False;chicorée et poudre maltée;café;0.45933759884204084
cluster_1;petit-dejeuner;seul;False;chicorée et poudre maltée;thé et infusions;0.6307075211184592
cluster_1;petit-dejeuner;seul;False;confiture et miel;sucre et assimilés;0.7340331890604909
cluster_1;petit-dejeuner;seul;False;céréales sucrées, glacées ou au miel;biscuits sucrés;0.8172324510932105
cluster_1;petit-dejeuner;seul;False;céréales sucrées, glacées ou au miel;fruits;0.8135142889174259
cluster_1;petit-dejeuner;seul;False;céréales sucrées, glacées ou au miel;gâteaux;0.8229286536248561
cluster_1;petit-dejeuner;seul;False;céréales sucrées, glacées ou au miel;viennoiserie;0.8126481379563384
cluster_1;petit-dejeuner;seul;False;eau de source;eau du robinet;0.5802625410220347
cluster_1;petit-dejeuner;seul;False;eau de source;eau minérale plate;0.9958860759493671
cluster_1;petit-dejeuner;seul;False;eau de source;jus de fruits (purs et à base  de concentré);0.42956362425049965
cluster_1;petit-dejeuner;seul;False;eau du robinet;eau de source;0.6789967182372246
cluster_1;petit-dejeuner;seul;False;eau du robinet;eau minérale plate;0.6748827941865917
cluster_1;petit-dejeuner;seul;False;eau du robinet;jus de fruits (purs et à base  de concentré);0.5792561612899781
cluster_1;petit-dejeuner;seul;False;eau minérale plate;eau de source;1.004113924050633
cluster_1;petit-dejeuner;seul;False;eau minérale plate;eau du robinet;0.5843764650726676
cluster_1;petit-dejeuner;seul;False;eau minérale plate;jus de fruits (purs et à base  de concentré);0.4336775483011326
cluster_1;petit-dejeuner;seul;False;fruits;biscuits sucrés;0.7092105263157895
cluster_1;petit-dejeuner;seul;False;fruits;céréales sucrées, glacées ou au miel;0.8386596241260523
cluster_1;petit-dejeuner;seul;False;fruits;gâteaux;0.7149067288474351
cluster_1;petit-dejeuner;seul;False;fruits;viennoiserie;0.8701889456912749
cluster_1;petit-dejeuner;seul;False;gâteaux;biscuits sucrés;0.9943037974683544
cluster_1;petit-dejeuner;seul;False;gâteaux;céréales sucrées, glacées ou au miel;0.8134349827387801
cluster_1;petit-dejeuner;seul;False;gâteaux;fruits;0.6535143237841439
cluster_1;petit-dejeuner;seul;False;gâteaux;viennoiserie;0.6506662225183211
cluster_1;petit-dejeuner;seul;False;jus de fruits (purs et à base  de concentré);eau de source;0.6441205862758161
cluster_1;petit-dejeuner;seul;False;jus de fruits (purs et à base  de concentré);eau du robinet;0.6903090561013262
cluster_1;petit-dejeuner;seul;False;jus de fruits (purs et à base  de concentré);eau minérale plate;0.6400066622251832
cluster_1;petit-dejeuner;seul;False;lait en bouteille ou en brique;yaourts et assimilés;0.7184330835682997
cluster_1;petit-dejeuner;seul;False;margarine;beurre;0.7441690650857311
cluster_1;petit-dejeuner;seul;False;pain;biscottes et panification sèche;0.8544737426258303
cluster_1;petit-dejeuner;seul;False;sucre et assimilés;confiture et miel;0.7417502867229849
cluster_1;petit-dejeuner;seul;False;thé et infusions;cacao, poudres et boissons cacaotées;0.6338607594936708
cluster_1;petit-dejeuner;seul;False;thé et infusions;café;0.4830389437667968
cluster_1;petit-dejeuner;seul;False;thé et infusions;chicorée et poudre maltée;0.6884414150517537
cluster_1;petit-dejeuner;seul;False;viennoiserie;biscuits sucrés;0.7120586275816123
cluster_1;petit-dejeuner;seul;False;viennoiserie;céréales sucrées, glacées ou au miel;0.83952577508714
cluster_1;petit-dejeuner;seul;False;viennoiserie;fruits;0.8717465381796928
cluster_1;petit-dejeuner;seul;False;viennoiserie;gâteaux;0.7177548301132578
cluster_1;petit-dejeuner;seul;False;yaourts et assimilés;lait en bouteille ou en brique;0.4924512701731969
cluster_2;petit-dejeuner;seul;False;beurre;margarine;0.7758088274065251
cluster_2;petit-dejeuner;seul;False;biscottes et panification sèche;pain;0.4797563841520622
cluster_2;petit-dejeuner;seul;False;biscuits sucrés;fruits;0.6755610098176719
cluster_2;petit-dejeuner;seul;False;biscuits sucrés;viennoiserie;0.9277796655488314
cluster_2;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;café;0.369245144417534
cluster_2;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;chicorée et poudre maltée;0.746236559139785
cluster_2;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;thé et infusions;0.7446236559139785
cluster_2;petit-dejeuner;seul;False;café;cacao, poudres et boissons cacaotées;0.8011252259528364
cluster_2;petit-dejeuner;seul;False;café;chicorée et poudre maltée;0.8142526035052069
cluster_2;petit-dejeuner;seul;False;café;thé et infusions;0.8126397002794006
cluster_2;petit-dejeuner;seul;False;chicorée et poudre maltée;cacao, poudres et boissons cacaotées;0.7204301075268817
cluster_2;petit-dejeuner;seul;False;chicorée et poudre maltée;café;0.24086550673101348
cluster_2;petit-dejeuner;seul;False;chicorée et poudre maltée;thé et infusions;0.9983870967741936
cluster_2;petit-dejeuner;seul;False;confiture et miel;sucre et assimilés;0.6748685697369711
cluster_2;petit-dejeuner;seul;False;eau du robinet;jus de fruits (purs et à base  de concentré);0.7566046258355342
cluster_2;petit-dejeuner;seul;False;fruits;biscuits sucrés;0.6287868162692847
cluster_2;petit-dejeuner;seul;False;fruits;viennoiserie;0.6446943972835314
cluster_2;petit-dejeuner;seul;False;jus de fruits (purs et à base  de concentré);eau du robinet;0.8755792822104428
cluster_2;petit-dejeuner;seul;False;lait en bouteille ou en brique;yaourts et assimilés;0.6823602907769196
cluster_2;petit-dejeuner;seul;False;margarine;beurre;0.5648505132528155
cluster_2;petit-dejeuner;seul;False;pain;biscottes et panification sèche;0.7013459780526623
cluster_2;petit-dejeuner;seul;False;sucre et assimilés;confiture et miel;0.8319807453315221
cluster_2;petit-dejeuner;seul;False;thé et infusions;cacao, poudres et boissons cacaotées;0.7220430107526882
cluster_2;petit-dejeuner;seul;False;thé et infusions;café;0.2424784099568199
cluster_2;petit-dejeuner;seul;False;thé et infusions;chicorée et poudre maltée;1.0016129032258063
cluster_2;petit-dejeuner;seul;False;viennoiserie;biscuits sucrés;0.9579346201654543
cluster_2;petit-dejeuner;seul;False;viennoiserie;fruits;0.7237266553480476
cluster_2;petit-dejeuner;seul;False;yaourts et assimilés;lait en bouteille ou en brique;0.41623125851885506
cluster_3;petit-dejeuner;seul;False;beurre;margarine;0.9213546634642018
cluster_3;petit-dejeuner;seul;False;biscottes et panification sèche;pain;0.4270281864312666
cluster_3;petit-dejeuner;seul;False;biscuits sucrés;fruits;0.5416722859069454
cluster_3;petit-dejeuner;seul;False;biscuits sucrés;viennoiserie;0.6501579302267807
cluster_3;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;café;0.36466864891558703
cluster_3;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;chicorée et poudre maltée;0.8200001777185332
cluster_3;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;thé et infusions;0.5032194941361575
cluster_3;petit-dejeuner;seul;False;café;cacao, poudres et boissons cacaotées;0.717298564199167
cluster_3;petit-dejeuner;seul;False;café;chicorée et poudre maltée;0.729218838462426
cluster_3;petit-dejeuner;seul;False;café;thé et infusions;0.8318993520873041
cluster_3;petit-dejeuner;seul;False;chicorée et poudre maltée;cacao, poudres et boissons cacaotées;0.8321737353249451
cluster_3;petit-dejeuner;seul;False;chicorée et poudre maltée;café;0.43308482645904
cluster_3;petit-dejeuner;seul;False;chicorée et poudre maltée;thé et infusions;0.5610418137861184
cluster_3;petit-dejeuner;seul;False;confiture et miel;sucre et assimilés;0.7815071444742943
cluster_3;petit-dejeuner;seul;False;eau de source;eau du robinet;0.5190657517221319
cluster_3;petit-dejeuner;seul;False;eau de source;eau minérale plate;0.9979770734996629
cluster_3;petit-dejeuner;seul;False;eau de source;jus de fruits (purs et à base  de concentré);0.4767162166242288
cluster_3;petit-dejeuner;seul;False;eau du robinet;eau de source;0.6181891502386524
cluster_3;petit-dejeuner;seul;False;eau du robinet;eau minérale plate;0.6161662237383153
cluster_3;petit-dejeuner;seul;False;eau du robinet;jus de fruits (purs et à base  de concentré);0.8218790114028645
cluster_3;petit-dejeuner;seul;False;eau minérale plate;eau de source;1.002022926500337
cluster_3;petit-dejeuner;seul;False;eau minérale plate;eau du robinet;0.5210886782224691
cluster_3;petit-dejeuner;seul;False;eau minérale plate;jus de fruits (purs et à base  de concentré);0.47873914312456595
cluster_3;petit-dejeuner;seul;False;fruits;biscuits sucrés;0.6583277140930546
cluster_3;petit-dejeuner;seul;False;fruits;viennoiserie;0.8409204765745473
cluster_3;petit-dejeuner;seul;False;jus de fruits (purs et à base  de concentré);eau de source;0.6277613953160698
cluster_3;petit-dejeuner;seul;False;jus de fruits (purs et à base  de concentré);eau du robinet;0.8898327003088471
cluster_3;petit-dejeuner;seul;False;jus de fruits (purs et à base  de concentré);eau minérale plate;0.6257384688157326
cluster_3;petit-dejeuner;seul;False;lait en bouteille ou en brique;yaourts et assimilés;0.7473211449492989
cluster_3;petit-dejeuner;seul;False;margarine;beurre;0.8618965680628918
cluster_3;petit-dejeuner;seul;False;pain;biscottes et panification sèche;0.8456990862960061
cluster_3;petit-dejeuner;seul;False;sucre et assimilés;confiture et miel;0.7064928555257057
cluster_3;petit-dejeuner;seul;False;thé et infusions;cacao, poudres et boissons cacaotées;0.6340354078246269
cluster_3;petit-dejeuner;seul;False;thé et infusions;café;0.5653609218852986
cluster_3;petit-dejeuner;seul;False;thé et infusions;chicorée et poudre maltée;0.6931954743494748
cluster_3;petit-dejeuner;seul;False;viennoiserie;biscuits sucrés;0.7182631224047983
cluster_3;petit-dejeuner;seul;False;viennoiserie;fruits;0.8186539915105591
cluster_3;petit-dejeuner;seul;False;yaourts et assimilés;lait en bouteille ou en brique;0.5332543946190464
cluster_4;petit-dejeuner;seul;False;beurre;margarine;0.766140236802817
cluster_4;petit-dejeuner;seul;False;biscottes et panification sèche;pain;0.3899268590488514
cluster_4;petit-dejeuner;seul;False;biscuits sucrés;fruits;0.6582083594685522
cluster_4;petit-dejeuner;seul;False;biscuits sucrés;viennoiserie;0.8024721757116123
cluster_4;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;café;0.4170597810488769
cluster_4;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;chicorée et poudre maltée;0.8268492071308973
cluster_4;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;thé et infusions;0.5955017856426308
cluster_4;petit-dejeuner;seul;False;café;cacao, poudres et boissons cacaotées;0.7344553704662746
cluster_4;petit-dejeuner;seul;False;café;chicorée et poudre maltée;0.7768204367907852
cluster_4;petit-dejeuner;seul;False;café;thé et infusions;0.8463222873018108
cluster_4;petit-dejeuner;seul;False;chicorée et poudre maltée;cacao, poudres et boissons cacaotées;0.8095144292327391
cluster_4;petit-dejeuner;seul;False;chicorée et poudre maltée;café;0.29686377373553063
cluster_4;petit-dejeuner;seul;False;chicorée et poudre maltée;thé et infusions;0.6093786801074003
cluster_4;petit-dejeuner;seul;False;confiture et miel;sucre et assimilés;0.7325855873433418
cluster_4;petit-dejeuner;seul;False;eau du robinet;jus de fruits (purs et à base  de concentré);0.8057141203939301
cluster_4;petit-dejeuner;seul;False;fruits;biscuits sucrés;0.7102126931630267
cluster_4;petit-dejeuner;seul;False;fruits;viennoiserie;0.841516320522608
cluster_4;petit-dejeuner;seul;False;jus de fruits (purs et à base  de concentré);eau du robinet;0.8538603476911762
cluster_4;petit-dejeuner;seul;False;lait en bouteille ou en brique;yaourts et assimilés;0.6958334098463007
cluster_4;petit-dejeuner;seul;False;margarine;beurre;0.49822757928913713
cluster_4;petit-dejeuner;seul;False;pain;biscottes et panification sèche;0.8033504518755183
cluster_4;petit-dejeuner;seul;False;sucre et assimilés;confiture et miel;0.7012043669945578
cluster_4;petit-dejeuner;seul;False;thé et infusions;cacao, poudres et boissons cacaotées;0.6637574736166285
cluster_4;petit-dejeuner;seul;False;thé et infusions;café;0.5050290640495405
cluster_4;petit-dejeuner;seul;False;thé et infusions;chicorée et poudre maltée;0.6949691459795563
cluster_4;petit-dejeuner;seul;False;viennoiserie;biscuits sucrés;0.833891460652024
cluster_4;petit-dejeuner;seul;False;viennoiserie;fruits;0.8106575925208702
cluster_4;petit-dejeuner;seul;False;yaourts et assimilés;lait en bouteille ou en brique;0.4228106579503094
cluster_5;petit-dejeuner;seul;False;beurre;margarine;0.9308164793219067
cluster_5;petit-dejeuner;seul;False;biscottes et panification sèche;pain;0.43273749837698955
cluster_5;petit-dejeuner;seul;False;biscuits sucrés;fruits;0.6453374877993844
cluster_5;petit-dejeuner;seul;False;biscuits sucrés;viennoiserie;0.7147883975273419
cluster_5;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;café;0.4216610221213033
cluster_5;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;chicorée et poudre maltée;0.7820391005275531
cluster_5;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;thé et infusions;0.7249056730105948
cluster_5;petit-dejeuner;seul;False;café;cacao, poudres et boissons cacaotées;0.7825274595540894
cluster_5;petit-dejeuner;seul;False;café;chicorée et poudre maltée;0.7928809413086246
cluster_5;petit-dejeuner;seul;False;café;thé et infusions;0.8803798754706997
cluster_5;petit-dejeuner;seul;False;chicorée et poudre maltée;cacao, poudres et boissons cacaotées;0.7528446204026793
cluster_5;petit-dejeuner;seul;False;chicorée et poudre maltée;café;0.44814469971701637
cluster_5;petit-dejeuner;seul;False;chicorée et poudre maltée;thé et infusions;0.7687314840591634
cluster_5;petit-dejeuner;seul;False;confiture et miel;sucre et assimilés;0.8148677069271449
cluster_5;petit-dejeuner;seul;False;eau de source;eau du robinet;0.6040284066240774
cluster_5;petit-dejeuner;seul;False;eau de source;eau minérale plate;0.7971404487096356
cluster_5;petit-dejeuner;seul;False;eau de source;jus de fruits (purs et à base  de concentré);0.4629904964738502
cluster_5;petit-dejeuner;seul;False;eau du robinet;eau de source;0.7003194194628791
cluster_5;petit-dejeuner;seul;False;eau du robinet;eau minérale plate;0.7927509910430591
cluster_5;petit-dejeuner;seul;False;eau du robinet;jus de fruits (purs et à base  de concentré);0.6135002126233897
cluster_5;petit-dejeuner;seul;False;eau minérale plate;eau de source;0.8392231876540008
cluster_5;petit-dejeuner;seul;False;eau minérale plate;eau du robinet;0.7628045645124965
cluster_5;petit-dejeuner;seul;False;eau minérale plate;jus de fruits (purs et à base  de concentré);0.5426443810034767
cluster_5;petit-dejeuner;seul;False;fruits;biscuits sucrés;0.7230835648321946
cluster_5;petit-dejeuner;seul;False;fruits;viennoiserie;0.7942380737790427
cluster_5;petit-dejeuner;seul;False;jus de fruits (purs et à base  de concentré);eau de source;0.6356010528219245
cluster_5;petit-dejeuner;seul;False;jus de fruits (purs et à base  de concentré);eau du robinet;0.74282162645707
cluster_5;petit-dejeuner;seul;False;jus de fruits (purs et à base  de concentré);eau minérale plate;0.6573556189965234
cluster_5;petit-dejeuner;seul;False;lait en bouteille ou en brique;yaourts et assimilés;0.7914611236464506
cluster_5;petit-dejeuner;seul;False;margarine;beurre;0.8176111936340682
cluster_5;petit-dejeuner;seul;False;pain;biscottes et panification sèche;0.8658407006751432
cluster_5;petit-dejeuner;seul;False;sucre et assimilés;confiture et miel;0.7187011976664947
cluster_5;petit-dejeuner;seul;False;thé et infusions;cacao, poudres et boissons cacaotées;0.7671578190528973
cluster_5;petit-dejeuner;seul;False;thé et infusions;café;0.524271287319998
cluster_5;petit-dejeuner;seul;False;thé et infusions;chicorée et poudre maltée;0.8133580681796426
cluster_5;petit-dejeuner;seul;False;viennoiserie;biscuits sucrés;0.7518782691393249
cluster_5;petit-dejeuner;seul;False;viennoiserie;fruits;0.7613174817765129
cluster_5;petit-dejeuner;seul;False;yaourts et assimilés;lait en bouteille ou en brique;0.6556933478982647
cluster_6;petit-dejeuner;seul;False;beurre;margarine;0.741319900443836
cluster_6;petit-dejeuner;seul;False;biscottes et panification sèche;pain;0.485605172390702
cluster_6;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;café;0.2508238395631297
cluster_6;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;chicorée et poudre maltée;1.003671970624235
cluster_6;petit-dejeuner;seul;False;cacao, poudres et boissons cacaotées;thé et infusions;0.7033455732354141
cluster_6;petit-dejeuner;seul;False;café;cacao, poudres et boissons cacaotées;0.8260992373599473
